,0,columna_limpia
10599,hwc.o,hwc.o
10600,piper,piper
10601,sandler,sandler
10602,raises,raises
10603,target,target
10604,price,price
10605,to,
10606,from,
10607,hancock,hancock
10608,whitney,whitney
10609,corp,corp
10610,hwc.o,hwc.o
10611,raymond,raymond
10612,james,james
10613,raises,raises
10614,target,target
10615,price,price
10616,to,
10617,from,
10618,harsco,harsco
10619,corp,corp
10620,hsc.n,hsc.n
10621,d.a.davidson,d.a.davidson
10622,cuts,cuts
10623,price,price
10624,target,target
10625,to,
10626,from,
10627,hasbro,hasbro
10628,inc,inc
10629,has.o,has.o
10630,jp,jp
10631,morgan,morgan
10632,cuts,cuts
10633,target,target
10634,price,price
10635,to,
10636,from,
10637,hasbro,hasbro
10638,inc,inc
10639,has.o,has.o
10640,monness,monness
10641,crespi,crespi
10642,hardt,hardt
10643,cuts,cuts
10644,target,target
10645,price,price
10646,to,
10647,from,
10648,hasbro,hasbro
10649,inc,inc
10650,has.o,has.o
10651,stifel,stifel
10652,cuts,cuts
10653,target,target
10654,price,price
10655,to,
10656,from,
10657,hasbro,hasbro
10658,inc,inc
10659,has.o,has.o
10660,truist,truist
10661,securities,securities
10662,cuts,cuts
10663,target,target
10664,price,price
10665,to,
10666,from,
10667,hess,hess
10668,midstream,midstream
10669,lp,lp
10670,hesm.n,hesm.n
10671,morgan,morgan
10672,stanley,stanley
10673,cuts,cuts
10674,target,target
10675,price,price
10676,to,
10677,from,
10678,hologic,hologic
10679,inc,inc
10680,holx.o,holx.o
10681,bofa,bofa
10682,global,global
10683,research,research
10684,cuts,cuts
10685,price,price
10686,objective,objective
10687,to,
10688,from,
10689,hologic,hologic
10690,inc,inc
10691,holx.o,holx.o
10692,bofa,bofa
10693,global,global
10694,research,research
10695,cuts,cuts
10696,to,
10697,neutral,neutral
10698,from,
10699,buy,buy
10700,hologic,hologic
10701,inc,inc
10702,holx.o,holx.o
10703,ubs,ubs
10704,initiates,initiates
10705,coverage,coverage
10706,with,
10707,neutral,neutral
10708,rating,rating
10709,target,target
10710,price,price
10711,home,home
10712,depot,depot
10713,inc,inc
10714,hd.n,hd.n
10715,morgan,morgan
10716,stanley,stanley
10717,cuts,cuts
10718,target,target
10719,price,price
10720,to,
10721,from,
10722,hope,hope
10723,bancorp,bancorp
10724,inc,inc
10725,hope.o,hope.o
10726,wedbush,wedbush
10727,raises,raises
10728,target,target
10729,price,price
10730,to,
10731,from,
10732,ibm,ibm
10733,ibm.n,ibm.n
10734,credit,credit
10735,suisse,suisse
10736,cuts,cuts
10737,target,target
10738,price,price
10739,to,
10740,from,
10741,iheartmedia,iheartmedia
10742,inc,inc
10743,ihrt.o,ihrt.o
10744,jp,jp
10745,morgan,morgan
10746,cuts,cuts
10747,target,target
10748,price,price
10749,to,
10750,from,
10751,illumina,illumina
10752,inc,inc
10753,ilmn.o,ilmn.o
10754,bofa,bofa
10755,global,global
10756,research,research
10757,cuts,cuts
10758,price,price
10759,objective,objective
10760,to,
10761,from,
10762,incyte,incyte
10763,corp,corp
10764,incy.o,incy.o
10765,svb,svb
10766,securities,securities
10767,raises,raises
10768,target,target
10769,price,price
10770,to,
10771,from,
10772,indie,indie
10773,semiconductor,semiconductor
10774,inc,inc
10775,indi.o,indi.o
10776,deutsche,deutsche
10777,bank,bank
10778,cuts,cuts
10779,target,target
10780,price,price
10781,to,
10782,from,
10783,inozyme,inozyme
10784,pharma,pharma
10785,inc,inc
10786,inzy.o,inzy.o
10787,wedbush,wedbush
10788,cuts,cuts
10789,target,target
10790,price,price
10791,to,
10792,from,
10793,inspired,inspired
10794,entertainment,entertainment
10795,inc,inc
10796,inse.o,inse.o
10797,truist,truist
10798,securities,securities
10799,cuts,cuts
10800,target,target
10801,price,price
10802,to,
10803,from,
10804,integra,integra
10805,lifesciences,lifesciences
10806,holdings,holdings
10807,corp,corp
10808,iart.o,iart.o
10809,truist,truist
10810,securities,securities
10811,cuts,cuts
10812,pt,pt
10813,to,
10814,from,
10815,intel,intel
10816,corp,corp
10817,intc.o,intc.o
10818,deutsche,deutsche
10819,bank,bank
10820,cuts,cuts
10821,target,target
10822,price,price
10823,to,
10824,from,
10825,intra-cellular,intra-cellular
10826,therapies,therapies
10827,inc,inc
10828,itci.o,itci.o
10829,jp,jp
10830,morgan,morgan
10831,cuts,cuts
10832,target,target
10833,price,price
10834,to,
10835,from,
10836,invesco,invesco
10837,mortgage,mortgage
10838,capital,capital
10839,inc,inc
10840,ivr.n,ivr.n
10841,credit,credit
10842,suisse,suisse
10843,cuts,cuts
10844,target,target
10845,price,price
10846,to,
10847,from,
10848,itron,itron
10849,inc,inc
10850,itri.o,itri.o
10851,jp,jp
10852,morgan,morgan
10853,raises,raises
10854,target,target
10855,price,price
10856,to,
10857,from,
10858,j,j
10859,b,b
10860,hunt,hunt
10861,transport,transport
10862,services,services
10863,inc,inc
10864,jbht.o,jbht.o
10865,bofa,bofa
10866,global,global
10867,research,research
10868,ups,ups
10869,price,price
10870,objective,objective
10871,to,
10872,from,
10873,j,j
10874,b,b
10875,hunt,hunt
10876,transport,transport
10877,services,services
10878,inc,inc
10879,jbht.o,jbht.o
10880,cowen,cowen
10881,and,
10882,company,company
10883,raises,raises
10884,pt,pt
10885,to,
10886,from,
10887,j,j
10888,b,b
10889,hunt,hunt
10890,transport,transport
10891,services,services
10892,inc,inc
10893,jbht.o,jbht.o
10894,credit,credit
10895,suisse,suisse
10896,raises,raises
10897,pt,pt
10898,to,
10899,from,
10900,j,j
10901,b,b
10902,hunt,hunt
10903,transport,transport
10904,services,services
10905,inc,inc
10906,jbht.o,jbht.o
10907,evercore,evercore
10908,isi,isi
10909,raises,raises
10910,target,target
10911,to,
10912,from,
10913,j,j
10914,b,b
10915,hunt,hunt
10916,transport,transport
10917,services,services
10918,inc,inc
10919,jbht.o,jbht.o
10920,jp,jp
10921,morgan,morgan
10922,cuts,cuts
10923,target,target
10924,price,price
10925,to,
10926,from,
10927,j,j
10928,b,b
10929,hunt,hunt
10930,transport,transport
10931,services,services
10932,inc,inc
10933,jbht.o,jbht.o
10934,ubs,ubs
10935,cuts,cuts
10936,target,target
10937,price,price
10938,to,
10939,from,
10940,j,j
10941,b,b
10942,hunt,hunt
10943,transport,transport
10944,services,services
10945,inc,inc
10946,jbht.o,jbht.o
10947,wells,wells
10948,fargo,fargo
10949,raises,raises
10950,target,target
10951,to,
10952,from,
10953,j,j
10954,j,j
10955,jnj.n,jnj.n
10956,citigroup,citigroup
10957,cuts,cuts
10958,price,price
10959,target,target
10960,to,
10961,from,
10962,j,j
10963,j,j
10964,jnj.n,jnj.n
10965,raymond,raymond
10966,james,james
10967,cuts,cuts
10968,target,target
10969,price,price
10970,to,
10971,from,
10972,j,j
10973,j,j
10974,jnj.n,jnj.n
10975,svb,svb
10976,securities,securities
10977,cuts,cuts
10978,target,target
10979,price,price
10980,to,
10981,from,
10982,jefferies,jefferies
10983,financial,financial
10984,group,group
10985,inc,inc
10986,jef.n,jef.n
10987,oppenheimer,oppenheimer
10988,raises,raises
10989,target,target
10990,price,price
10991,to,
10992,from,
10993,juniper,juniper
10994,networks,networks
10995,inc,inc
10996,jnpr.n,jnpr.n
10997,bofa,bofa
10998,global,global
10999,research,research
11000,cuts,cuts
11001,price,price
11002,objective,objective
11003,to,
11004,from,
11005,juniper,juniper
11006,networks,networks
11007,inc,inc
11008,jnpr.n,jnpr.n
11009,bofa,bofa
11010,global,global
11011,research,research
11012,cuts,cuts
11013,to,
11014,underperform,underperform
11015,from,
11016,buy,buy
11017,keurig,keurig
11018,dr,dr
11019,pepper,pepper
11020,inc,inc
11021,kdp.o,kdp.o
11022,jp,jp
11023,morgan,morgan
11024,cuts,cuts
11025,target,target
11026,price,price
11027,to,
11028,from,
11029,kilroy,kilroy
11030,realty,realty
11031,corp,corp
11032,krc.n,krc.n
11033,deutsche,deutsche
11034,bank,bank
11035,cuts,cuts
11036,target,target
11037,price,price
11038,to,
11039,from,
11040,kinder,kinder
11041,morgan,morgan
11042,inc,inc
11043,kmi.n,kmi.n
11044,barclays,barclays
11045,cuts,cuts
11046,target,target
11047,price,price
11048,to,
11049,from,
11050,kinetik,kinetik
11051,holdings,holdings
11052,inc,inc
11053,kntk.o,kntk.o
11054,mizuho,mizuho
11055,raises,raises
11056,target,target
11057,price,price
11058,to,
11059,from,
11060,kymera,kymera
11061,therapeutics,therapeutics
11062,inc,inc
11063,kymr.o,kymr.o
11064,svb,svb
11065,securities,securities
11066,starts,starts
11067,with,
11068,market,market
11069,perform,perform
11070,rating,rating
11071,pt,pt
11072,labcorp,labcorp
11073,lh.n,lh.n
11074,bofa,bofa
11075,global,global
11076,research,research
11077,cuts,cuts
11078,price,price
11079,objective,objective
11080,to,
11081,from,
11082,landec,landec
11083,corp,corp
11084,lndc.o,lndc.o
11085,stephens,stephens
11086,starts,starts
11087,with,
11088,overweight,overweight
11089,rating,rating
11090,target,target
11091,price,price
11092,light,light
11093,wonder,wonder
11094,inc,inc
11095,lnw.o,lnw.o
11096,jefferies,jefferies
11097,cuts,cuts
11098,target,target
11099,price,price
11100,to,
11101,from,
11102,light,light
11103,wonder,wonder
11104,inc,inc
11105,lnw.o,lnw.o
11106,truist,truist
11107,securities,securities
11108,cuts,cuts
11109,target,target
11110,price,price
11111,to,
11112,from,
11113,liquidia,liquidia
11114,corp,corp
11115,lqda.o,lqda.o
11116,btig,btig
11117,raises,raises
11118,target,target
11119,price,price
11120,to,
11121,from,
11122,loandepot,loandepot
11123,inc,inc
11124,ldi.n,ldi.n
11125,bofa,bofa
11126,global,global
11127,research,research
11128,cuts,cuts
11129,price,price
11130,objective,objective
11131,to,
11132,from,
11133,lockheed,lockheed
11134,martin,martin
11135,corp,corp
11136,lmt.n,lmt.n
11137,morgan,morgan
11138,stanley,stanley
11139,cuts,cuts
11140,target,target
11141,price,price
11142,to,
11143,from,
11144,lockheed,lockheed
11145,martin,martin
11146,corp,corp
11147,lmt.n,lmt.n
11148,wells,wells
11149,fargo,fargo
11150,cuts,cuts
11151,target,target
11152,price,price
11153,to,
11154,from,
11155,lowe,lowe
11156,companies,companies
11157,inc,inc
11158,low.n,low.n
11159,morgan,morgan
11160,stanley,stanley
11161,cuts,cuts
11162,target,target
11163,price,price
11164,to,
11165,from,
11166,lumos,lumos
11167,pharma,pharma
11168,inc,inc
11169,lumo.o,lumo.o
11170,oppenheimer,oppenheimer
11171,initiates,initiates
11172,coverage,coverage
11173,with,
11174,outperform,outperform
11175,rating,rating
11176,pt,pt
11177,magnolia,magnolia
11178,oil,oil
11179,gas,gas
11180,corp,corp
11181,mgy.n,mgy.n
11182,mkm,mkm
11183,partners,partners
11184,assumes,assumes
11185,coverage,coverage
11186,with,
11187,buy,buy
11188,rating,rating
11189,pt,pt
11190,manpowergroup,manpowergroup
11191,inc,inc
11192,man.n,man.n
11193,bmo,bmo
11194,raises,raises
11195,target,target
11196,price,price
11197,to,
11198,from,
11199,manpowergroup,manpowergroup
11200,inc,inc
11201,man.n,man.n
11202,credit,credit
11203,suisse,suisse
11204,cuts,cuts
11205,target,target
11206,price,price
11207,to,
11208,from,
11209,manpowergroup,manpowergroup
11210,inc,inc
11211,man.n,man.n
11212,jp,jp
11213,morgan,morgan
11214,raises,raises
11215,target,target
11216,price,price
11217,to,
11218,from,
11219,marten,marten
11220,transport,transport
11221,ltd,ltd
11222,mrtn.o,mrtn.o
11223,stephens,stephens
11224,raises,raises
11225,target,target
11226,price,price
11227,to,
11228,from,
11229,martin,martin
11230,marietta,marietta
11231,materials,materials
11232,inc,inc
11233,mlm.n,mlm.n
11234,jp,jp
11235,morgan,morgan
11236,cuts,cuts
11237,target,target
11238,price,price
11239,to,
11240,from,
11241,marvell,marvell
11242,technology,technology
11243,inc,inc
11244,mrvl.o,mrvl.o
11245,deutsche,deutsche
11246,bank,bank
11247,cuts,cuts
11248,target,target
11249,price,price
11250,to,
11251,from,
11252,mastercard,mastercard
11253,inc,inc
11254,ma.n,ma.n
11255,jefferies,jefferies
11256,raises,raises
11257,target,target
11258,price,price
11259,to,
11260,from,
11261,mastercard,mastercard
11262,inc,inc
11263,ma.n,ma.n
11264,jp,jp
11265,morgan,morgan
11266,cuts,cuts
11267,target,target
11268,price,price
11269,to,
11270,from,
11271,maxlinear,maxlinear
11272,inc,inc
11273,mxl.o,mxl.o
11274,deutsche,deutsche
11275,bank,bank
11276,cuts,cuts
11277,target,target
11278,price,price
11279,to,
11280,from,
11281,mettler-toledo,mettler-toledo
11282,international,international
11283,inc,inc
11284,mtd.n,mtd.n
11285,ubs,ubs
11286,initiates,initiates
11287,with,
11288,neutral,neutral
11289,rating,rating
11290,pt,pt
11291,mfa,mfa
11292,financial,financial
11293,inc,inc
11294,mfa.n,mfa.n
11295,credit,credit
11296,suisse,suisse
11297,cuts,cuts
11298,target,target
11299,price,price
11300,to,
11301,from,
11302,mgm,mgm
11303,resorts,resorts
11304,international,international
11305,mgm.n,mgm.n
11306,truist,truist
11307,securities,securities
11308,cuts,cuts
11309,target,target
11310,price,price
11311,to,
11312,from,
11313,mid-america,mid-america
11314,apartment,apartment
11315,communities,communities
11316,inc,inc
11317,maa.n,maa.n
11318,piper,piper
11319,sandler,sandler
11320,cuts,cuts
11321,pt,pt
11322,to,
11323,from,
11324,monarch,monarch
11325,casino,casino
11326,resort,resort
11327,inc,inc
11328,mcri.o,mcri.o
11329,jefferies,jefferies
11330,cuts,cuts
11331,target,target
11332,price,price
11333,to,
11334,from,
11335,monarch,monarch
11336,casino,casino
11337,resort,resort
11338,inc,inc
11339,mcri.o,mcri.o
11340,truist,truist
11341,securities,securities
11342,cuts,cuts
11343,target,target
11344,to,
11345,from,
11346,monolithic,monolithic
11347,power,power
11348,systems,systems
11349,inc,inc
11350,mpwr.o,mpwr.o
11351,deutsche,deutsche
11352,bank,bank
11353,cuts,cuts
11354,pt,pt
11355,to,
11356,from,
11357,morphic,morphic
11358,holding,holding
11359,inc,inc
11360,morf.o,morf.o
11361,svb,svb
11362,securities,securities
11363,starts,starts
11364,with,
11365,outperform,outperform
11366,rating,rating
11367,pt,pt
11368,murphy,murphy
11369,oil,oil
11370,corp,corp
11371,mur.n,mur.n
11372,mkm,mkm
11373,partners,partners
11374,assumes,assumes
11375,coverage,coverage
11376,with,
11377,buy,buy
11378,rating,rating
11379,pt,pt
11380,murphy,murphy
11381,usa,usa
11382,inc,inc
11383,musa.n,musa.n
11384,raymond,raymond
11385,james,james
11386,raises,raises
11387,target,target
11388,price,price
11389,to,
11390,from,
11391,navitas,navitas
11392,semiconductor,semiconductor
11393,corp,corp
11394,nvts.o,nvts.o
11395,deutsche,deutsche
11396,bank,bank
11397,cuts,cuts
11398,target,target
11399,price,price
11400,to,
11401,from,
11402,ncr,ncr
11403,corp,corp
11404,ncr.n,ncr.n
11405,stephens,stephens
11406,cuts,cuts
11407,target,target
11408,price,price
11409,to,
11410,from,
11411,neogenomics,neogenomics
11412,inc,inc
11413,neo.o,neo.o
11414,bofa,bofa
11415,global,global
11416,research,research
11417,cuts,cuts
11418,price,price
11419,objective,objective
11420,to,
11421,from,
11422,netflix,netflix
11423,inc,inc
11424,nflx.o,nflx.o
11425,deutsche,deutsche
11426,bank,bank
11427,cuts,cuts
11428,target,target
11429,price,price
11430,to,
11431,from,
11432,netflix,netflix
11433,inc,inc
11434,nflx.o,nflx.o
11435,jefferies,jefferies
11436,cuts,cuts
11437,target,target
11438,price,price
11439,to,
11440,from,
11441,netflix,netflix
11442,inc,inc
11443,nflx.o,nflx.o
11444,jp,jp
11445,morgan,morgan
11446,raises,raises
11447,target,target
11448,price,price
11449,to,
11450,from,
11451,netflix,netflix
11452,inc,inc
11453,nflx.o,nflx.o
11454,morgan,morgan
11455,stanley,stanley
11456,raises,raises
11457,target,target
11458,price,price
11459,to,
11460,from,
11461,netflix,netflix
11462,inc,inc
11463,nflx.o,nflx.o
11464,piper,piper
11465,sandler,sandler
11466,raises,raises
11467,target,target
11468,price,price
11469,to,
11470,from,
11471,netflix,netflix
11472,inc,inc
11473,nflx.o,nflx.o
11474,rosenblatt,rosenblatt
11475,securities,securities
11476,raises,raises
11477,target,target
11478,price,price
11479,to,
11480,from,
11481,netflix,netflix
11482,inc,inc
11483,nflx.o,nflx.o
11484,stifel,stifel
11485,raises,raises
11486,to,
11487,buy,buy
11488,from,
11489,hold,hold
11490,raises,raises
11491,target,target
11492,to,
11493,from,
11494,nevro,nevro
11495,corp,corp
11496,nvro.n,nvro.n
11497,truist,truist
11498,securities,securities
11499,cuts,cuts
11500,target,target
11501,price,price
11502,to,
11503,from,
11504,new,new
11505,residential,residential
11506,investment,investment
11507,corp,corp
11508,nrz.n,nrz.n
11509,credit,credit
11510,suisse,suisse
11511,cuts,cuts
11512,target,target
11513,price,price
11514,to,
11515,from,
11516,new,new
11517,york,york
11518,mortgage,mortgage
11519,trust,trust
11520,inc,inc
11521,nymt.o,nymt.o
11522,credit,credit
11523,suisse,suisse
11524,cuts,cuts
11525,target,target
11526,price,price
11527,to,
11528,from,
11529,nextera,nextera
11530,energy,energy
11531,inc,inc
11532,nee.n,nee.n
11533,bmo,bmo
11534,cuts,cuts
11535,target,target
11536,price,price
11537,to,
11538,from,
11539,nextera,nextera
11540,energy,energy
11541,partners,partners
11542,lp,lp
11543,nep.n,nep.n
11544,bmo,bmo
11545,raises,raises
11546,target,target
11547,price,price
11548,to,
11549,from,
11550,nikola,nikola
11551,corp,corp
11552,nkla.o,nkla.o
11553,jp,jp
11554,morgan,morgan
11555,cuts,cuts
11556,target,target
11557,price,price
11558,to,
11559,from,
11560,nisource,nisource
11561,inc,inc
11562,ni.n,ni.n
11563,bmo,bmo
11564,cuts,cuts
11565,target,target
11566,price,price
11567,to,
11568,from,
11569,nuvasive,nuvasive
11570,inc,inc
11571,nuva.o,nuva.o
11572,truist,truist
11573,securities,securities
11574,cuts,cuts
11575,target,target
11576,price,price
11577,to,
11578,from,
11579,nuvei,nuvei
11580,corp,corp
11581,nvei.o,nvei.o
11582,cibc,cibc
11583,cuts,cuts
11584,target,target
11585,price,price
11586,to,
11587,from,
11588,nvidia,nvidia
11589,corp,corp
11590,nvda.o,nvda.o
11591,deutsche,deutsche
11592,bank,bank
11593,cuts,cuts
11594,target,target
11595,price,price
11596,to,
11597,from,
11598,occidental,occidental
11599,petroleum,petroleum
11600,oxy.n,oxy.n
11601,mkm,mkm
11602,partners,partners
11603,assumes,assumes
11604,with,
11605,neutral,neutral
11606,rating,rating
11607,fair,fair
11608,value,value
11609,omnicom,omnicom
11610,group,group
11611,inc,inc
11612,omc.n,omc.n
11613,jp,jp
11614,morgan,morgan
11615,raises,raises
11616,target,target
11617,price,price
11618,to,
11619,from,
11620,omnicom,omnicom
11621,group,group
11622,inc,inc
11623,omc.n,omc.n
11624,wells,wells
11625,fargo,fargo
11626,raises,raises
11627,target,target
11628,price,price
11629,to,
11630,from,
11631,oneok,oneok
11632,inc,inc
11633,oke.n,oke.n
11634,barclays,barclays
11635,cuts,cuts
11636,target,target
11637,price,price
11638,to,
11639,from,
11640,oneok,oneok
11641,inc,inc
11642,oke.n,oke.n
11643,morgan,morgan
11644,stanley,stanley
11645,cuts,cuts
11646,target,target
11647,price,price
11648,to,
11649,from,
11650,oneok,oneok
11651,inc,inc
11652,oke.n,oke.n
11653,raymond,raymond
11654,james,james
11655,cuts,cuts
11656,target,target
11657,price,price
11658,to,
11659,from,
11660,onsemi,onsemi
11661,on.o,on.o
11662,deutsche,deutsche
11663,bank,bank
11664,cuts,cuts
11665,target,target
11666,price,price
11667,to,
11668,from,
11669,oracle,oracle
11670,corp,corp
11671,orcl.n,orcl.n
11672,morgan,morgan
11673,stanley,stanley
11674,raises,raises
11675,target,target
11676,price,price
11677,to,
11678,from,
11679,ormat,ormat
11680,technologies,technologies
11681,inc,inc
11682,ora.n,ora.n
11683,jp,jp
11684,morgan,morgan
11685,raises,raises
11686,target,target
11687,price,price
11688,to,
11689,from,
11690,orrstown,orrstown
11691,financial,financial
11692,services,services
11693,inc,inc
11694,orrf.o,orrf.o
11695,hovde,hovde
11696,group,group
11697,raises,raises
11698,pt,pt
11699,to,
11700,from,
11701,orthopediatrics,orthopediatrics
11702,corp,corp
11703,kids.o,kids.o
11704,truist,truist
11705,securities,securities
11706,cuts,cuts
11707,target,target
11708,price,price
11709,to,
11710,from,
11711,paramount,paramount
11712,group,group
11713,inc,inc
11714,pgre.n,pgre.n
11715,deutsche,deutsche
11716,bank,bank
11717,cuts,cuts
11718,target,target
11719,price,price
11720,to,
11721,from,
11722,paypal,paypal
11723,holdings,holdings
11724,inc,inc
11725,pypl.o,pypl.o
11726,jp,jp
11727,morgan,morgan
11728,cuts,cuts
11729,target,target
11730,price,price
11731,to,
11732,from,
11733,paypal,paypal
11734,holdings,holdings
11735,inc,inc
11736,pypl.o,pypl.o
11737,wells,wells
11738,fargo,fargo
11739,cuts,cuts
11740,target,target
11741,price,price
11742,to,
11743,from,
11744,pdc,pdc
11745,energy,energy
11746,inc,inc
11747,pdce.o,pdce.o
11748,mkm,mkm
11749,partners,partners
11750,assumes,assumes
11751,coverage,coverage
11752,with,
11753,buy,buy
11754,rating,rating
11755,pt,pt
11756,penn,penn
11757,national,national
11758,gaming,gaming
11759,inc,inc
11760,penn.o,penn.o
11761,jefferies,jefferies
11762,cuts,cuts
11763,target,target
11764,price,price
11765,to,
11766,from,
11767,penn,penn
11768,national,national
11769,gaming,gaming
11770,inc,inc
11771,penn.o,penn.o
11772,truist,truist
11773,securities,securities
11774,cuts,cuts
11775,target,target
11776,price,price
11777,to,
11778,from,
11779,pennantpark,pennantpark
11780,investment,investment
11781,corp,corp
11782,pnnt.n,pnnt.n
11783,jefferies,jefferies
11784,cuts,cuts
11785,target,target
11786,price,price
11787,to,
11788,from,
11789,pennymac,pennymac
11790,mortgage,mortgage
11791,investment,investment
11792,trust,trust
11793,pmt.n,pmt.n
11794,credit,credit
11795,suisse,suisse
11796,cuts,cuts
11797,pt,pt
11798,to,
11799,from,
11800,penumbra,penumbra
11801,inc,inc
11802,pen.n,pen.n
11803,truist,truist
11804,securities,securities
11805,cuts,cuts
11806,target,target
11807,price,price
11808,to,
11809,from,
11810,perficient,perficient
11811,inc,inc
11812,prft.o,prft.o
11813,jp,jp
11814,morgan,morgan
11815,cuts,cuts
11816,target,target
11817,price,price
11818,to,
11819,from,
11820,perkinelmer,perkinelmer
11821,inc,inc
11822,pki.n,pki.n
11823,ubs,ubs
11824,initiates,initiates
11825,coverage,coverage
11826,with,
11827,buy,buy
11828,rating,rating
11829,target,target
11830,price,price
11831,personalis,personalis
11832,inc,inc
11833,psnl.o,psnl.o
11834,bofa,bofa
11835,global,global
11836,research,research
11837,cuts,cuts
11838,price,price
11839,objective,objective
11840,to,
11841,from,
11842,pioneer,pioneer
11843,natural,natural
11844,resources,resources
11845,co,co
11846,pxd.n,pxd.n
11847,mkm,mkm
11848,partners,partners
11849,assumes,assumes
11850,with,
11851,buy,buy
11852,rating,rating
11853,pt,pt
11854,plains,plains
11855,all,
11856,american,american
11857,pipeline,pipeline
11858,lp,lp
11859,paa.o,paa.o
11860,barclays,barclays
11861,cuts,cuts
11862,target,target
11863,price,price
11864,to,
11865,from,
11866,plains,plains
11867,gp,gp
11868,holdings,holdings
11869,lp,lp
11870,pagp.o,pagp.o
11871,barclays,barclays
11872,cuts,cuts
11873,target,target
11874,price,price
11875,to,
11876,from,
11877,playags,playags
11878,inc,inc
11879,ags.n,ags.n
11880,jefferies,jefferies
11881,cuts,cuts
11882,target,target
11883,price,price
11884,to,
11885,from,
11886,playags,playags
11887,inc,inc
11888,ags.n,ags.n
11889,truist,truist
11890,securities,securities
11891,cuts,cuts
11892,target,target
11893,price,price
11894,to,
11895,from,
11896,pliant,pliant
11897,therapeutics,therapeutics
11898,inc,inc
11899,plrx.o,plrx.o
11900,svb,svb
11901,securities,securities
11902,starts,starts
11903,with,
11904,outperform,outperform
11905,rating,rating
11906,pt,pt
11907,plymouth,plymouth
11908,industrial,industrial
11909,reit,reit
11910,inc,inc
11911,plym.n,plym.n
11912,truist,truist
11913,securities,securities
11914,cuts,cuts
11915,pt,pt
11916,to,
11917,from,
11918,power,power
11919,integrations,integrations
11920,inc,inc
11921,powi.o,powi.o
11922,deutsche,deutsche
11923,bank,bank
11924,cuts,cuts
11925,target,target
11926,price,price
11927,to,
11928,from,
11929,ppl,ppl
11930,corp,corp
11931,ppl.n,ppl.n
11932,citigroup,citigroup
11933,cuts,cuts
11934,price,price
11935,target,target
11936,to,
11937,from,
11938,public,public
11939,service,service
11940,enterprise,enterprise
11941,group,group
11942,inc,inc
11943,peg.n,peg.n
11944,bmo,bmo
11945,cuts,cuts
11946,target,target
11947,price,price
11948,to,
11949,from,
11950,qualcomm,qualcomm
11951,inc,inc
11952,qcom.o,qcom.o
11953,deutsche,deutsche
11954,bank,bank
11955,cuts,cuts
11956,target,target
11957,price,price
11958,to,
11959,from,
11960,qualtrics,qualtrics
11961,international,international
11962,inc,inc
11963,xm.o,xm.o
11964,bmo,bmo
11965,cuts,cuts
11966,target,target
11967,price,price
11968,to,
11969,from,
11970,quest,quest
11971,diagnostics,diagnostics
11972,inc,inc
11973,dgx.n,dgx.n
11974,bofa,bofa
11975,global,global
11976,research,research
11977,cuts,cuts
11978,price,price
11979,objective,objective
11980,to,
11981,from,
11982,quidel,quidel
11983,corp,corp
11984,qdel.o,qdel.o
11985,ubs,ubs
11986,initiates,initiates
11987,coverage,coverage
11988,with,
11989,sell,sell
11990,rating,rating
11991,target,target
11992,price,price
11993,range,range
11994,resources,resources
11995,corp,corp
11996,rrc.n,rrc.n
11997,mkm,mkm
11998,partners,partners
11999,assumes,assumes
12000,with,
12001,neutral,neutral
12002,rating,rating
12003,fair,fair
12004,value,value
12005,red,red
12006,rock,rock
12007,resorts,resorts
12008,inc,inc
12009,rrr.o,rrr.o
12010,truist,truist
12011,securities,securities
12012,cuts,cuts
12013,target,target
12014,price,price
12015,to,
12016,from,
12017,regeneron,regeneron
12018,pharmaceuticals,pharmaceuticals
12019,inc,inc
12020,regn.o,regn.o
12021,cowen,cowen
12022,and,
12023,company,company
12024,raises,raises
12025,pt,pt
12026,to,
12027,from,
12028,repligen,repligen
12029,corp,corp
12030,rgen.o,rgen.o
12031,ubs,ubs
12032,initiates,initiates
12033,coverage,coverage
12034,with,
12035,buy,buy
12036,rating,rating
12037,target,target
12038,price,price
12039,restaurant,restaurant
12040,brands,brands
12041,international,international
12042,inc,inc
12043,qsr.n,qsr.n
12044,cibc,cibc
12045,cuts,cuts
12046,target,target
12047,price,price
12048,to,
12049,from,
12050,rocket,rocket
12051,companies,companies
12052,inc,inc
12053,rkt.n,rkt.n
12054,bofa,bofa
12055,global,global
12056,research,research
12057,cuts,cuts
12058,price,price
12059,objective,objective
12060,to,
12061,from,
12062,ryman,ryman
12063,hospitality,hospitality
12064,properties,properties
12065,inc,inc
12066,rhp.n,rhp.n
12067,truist,truist
12068,securities,securities
12069,cuts,cuts
12070,pt,pt
12071,to,
12072,from,
12073,sealed,sealed
12074,air,air
12075,corp,corp
12076,see.n,see.n
12077,credit,credit
12078,suisse,suisse
12079,cuts,cuts
12080,target,target
12081,price,price
12082,to,
12083,from,
12084,sealed,sealed
12085,air,air
12086,corp,corp
12087,see.n,see.n
12088,credit,credit
12089,suisse,suisse
12090,cuts,cuts
12091,to,
12092,neutral,neutral
12093,from,
12094,outperform,outperform
12095,seaspine,seaspine
12096,holdings,holdings
12097,corp,corp
12098,spne.o,spne.o
12099,truist,truist
12100,securities,securities
12101,cuts,cuts
12102,target,target
12103,price,price
12104,to,
12105,from,
12106,seaworld,seaworld
12107,entertainment,entertainment
12108,inc,inc
12109,seas.n,seas.n
